39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40,0, <=50K
36, Self-emp-inc,180419, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45,24620, <=50K
64, Private,116084, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,40,24621, <=50K
17, Private,202521, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,15,24622, <=50K
23, Private,186014, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15,24623, <=50K
40, Private,88368, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,914,0,40,24624, <=50K
42, State-gov,190044, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50,24625, >50K
37, Self-emp-not-inc,35330, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42,24626, <=50K
35, Federal-gov,84848, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40,24627, <=50K
56, Self-emp-not-inc,176280, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,50,24628, <=50K
52, Private,145271, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,24629, <=50K
37, Local-gov,108320, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45,24630, >50K
48, State-gov,106377, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65,24631, >50K
24, Private,258730, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,40,24632, <=50K
33, Private,58305, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24633, <=50K
39, Private,341672, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40,24634, <=50K
34, Private,176648, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,42,24635, <=50K
24, ?,32616, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,40,24636, <=50K
23, Private,481175, Some-college,10, Never-married, Exec-managerial, Own-child, Other, Male,0,0,24,24637, <=50K
49, Private,187454, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65,24638, >50K
18, Private,25837, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,25,24639, <=50K
20, Private,385077, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40,24640, <=50K
54, Private,68985, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,24641, >50K
19, Private,181572, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,24642, <=50K
53, Private,23698, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46,24643, >50K
34, ?,268127, 12th,8, Separated, ?, Unmarried, Black, Female,0,0,40,24644, <=50K
28, Private,162298, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40,24645, <=50K
35, Private,144608, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,24646, <=50K
20, Private,250630, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,20,24647, <=50K
31, Private,150441, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50,24648, <=50K
37, Private,189251, Doctorate,16, Separated, Prof-specialty, Unmarried, White, Female,0,0,40,24649, <=50K
64, Private,260082, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24650, <=50K
42, Private,139126, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,24651, >50K
27, Private,50132, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50,24652, <=50K
36, Self-emp-not-inc,167691, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,50,24653, <=50K
36, Private,77820, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24654, >50K
23, Private,156513, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40,24655, <=50K
46, Private,248059, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3464,0,40,24656, <=50K
24, Private,283092, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35,24657, <=50K
22, Private,175883, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,24658, <=50K
62, Private,232308, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,24659, >50K
19, Private,269991, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40,24660, <=50K
20, Private,305446, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30,24661, <=50K
47, Private,120781, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40,24662, >50K
57, Private,78707, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,24663, <=50K
19, Private,351802, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35,24664, <=50K
37, Local-gov,196529, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45,24665, >50K
35, Self-emp-inc,175769, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65,24666, >50K
17, Private,153021, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20,24667, <=50K
36, Local-gov,331902, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35,24668, <=50K
50, Private,279461, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,24669, >50K
35, Private,145704, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,3942,0,35,24670, <=50K
27, State-gov,205499, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77,24671, <=50K
28, Private,293926, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,30,24672, <=50K
29, Self-emp-not-inc,69132, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,60,24673, >50K
25, Private,113099, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40,24674, <=50K
47, Self-emp-inc,206947, Assoc-acdm,12, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,67,24675, <=50K
29, State-gov,159782, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45,24676, >50K
19, Private,410543, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,24677, <=50K
49, Private,34446, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,24678, <=50K
31, Private,209101, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25,24679, >50K
43, Federal-gov,95902, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40,24680, <=50K
56, Self-emp-not-inc,214323, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24681, <=50K
42, Private,236323, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40,24682, <=50K
45, Federal-gov,201127, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56,24683, >50K
40, Private,142886, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40,24684, <=50K
44, Private,77313, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38,24685, <=50K
17, ?,212125, 10th,6, Never-married, ?, Own-child, White, Female,0,0,20,24686, <=50K
36, Private,187098, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,24687, <=50K
19, Private,196857, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20,24688, <=50K
53, Local-gov,155314, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,24689, >50K
72, Self-emp-not-inc,203289, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35,24690, <=50K
46, Private,117059, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60,24691, <=50K
33, Private,178587, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,37,24692, <=50K
22, Private,82393, 9th,5, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40,24693, <=50K
17, ?,145258, 11th,7, Never-married, ?, Other-relative, White, Female,0,0,25,24694, <=50K
41, Private,185145, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45,24695, >50K
46, Private,72896, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43,24696, <=50K
33, Private,134886, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20,24697, <=50K
32, Private,223212, Preschool,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,24698, <=50K
52, Self-emp-not-inc,174752, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40,24699, <=50K
27, Private,230563, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,24700, <=50K
48, State-gov,353824, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72,24701, >50K
22, Private,117363, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35,24702, <=50K
25, Private,285367, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,50,24703, <=50K
60, ?,139391, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,42,24704, <=50K
38, Private,198170, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,24705, <=50K
37, Private,38948, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50,24706, <=50K
49, Private,188515, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,24707, <=50K
40, Self-emp-not-inc,177810, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30,24708, <=50K
48, Private,188432, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,46,24709, >50K
31, Private,178506, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40,24710, <=50K
40, Self-emp-not-inc,129298, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45,24711, <=50K
25, Private,165315, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,37,24712, <=50K
68, Private,117236, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,45,24713, >50K
18, ?,172214, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,0,20,24714, <=50K
19, Private,63434, 12th,8, Never-married, Farming-fishing, Own-child, White, Female,0,0,30,24715, <=50K
35, Self-emp-inc,140854, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60,24716, <=50K
28, Private,133043, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50,24717, <=50K
53, Private,113176, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,2597,0,40,24718, <=50K
33, Private,259301, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,41,24719, <=50K
20, Private,196643, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40,24720, <=50K
45, Self-emp-not-inc,364365, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,35,24721, <=50K
36, Private,269318, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,24722, >50K
34, Private,108454, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,24723, <=50K
32, Private,171637, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,24724, <=50K
19, Private,183589, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,25,24725, <=50K
24, Private,107801, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,24726, <=50K
34, Private,179877, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,24727, >50K
32, Private,168981, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35,24728, <=50K
37, Private,120590, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,24729, >50K
31, Private,310773, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,40,24730, <=50K
21, Private,197050, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35,24731, <=50K
47, Private,159726, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,85,24732, >50K
23, Private,210797, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24733, <=50K
33, Private,55291, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,24734, >50K
60, ?,141221, Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,2163,25,24735, <=50K
17, Private,276718, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20,24736, <=50K
67, Private,336163, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24,24737, <=50K
57, Private,112840, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55,24738, >50K
17, Private,165918, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20,24739, <=50K
53, Private,165745, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24740, <=50K
25, Self-emp-not-inc,259299, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,50,24741, >50K
24, State-gov,197731, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49,24742, >50K
48, Self-emp-not-inc,197702, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,24743, <=50K
51, Private,162238, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,47,24744, >50K
38, Private,213260, HS-grad,9, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40,24745, <=50K
51, Private,53833, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46,24746, >50K
18, Private,89419, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,10,24747, <=50K
23, Private,119704, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,40,24748, <=50K
42, Private,433170, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60,24749, >50K
34, Private,182714, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,35,24750, <=50K
39, Private,172538, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40,24751, <=50K
20, ?,220115, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,12,24752, <=50K
39, Private,158956, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40,24753, <=50K
21, Self-emp-not-inc,25631, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40,24754, <=50K
26, Private,476558, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,24755, <=50K
54, Federal-gov,35576, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24756, <=50K
34, Private,203463, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40,24757, <=50K
32, State-gov,317647, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40,24758, <=50K
59, Self-emp-not-inc,170411, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,24759, <=50K
24, ?,174182, 11th,7, Married-civ-spouse, ?, Wife, Other, Female,0,0,24,24760, <=50K
54, Private,220055, Bachelors,13, Widowed, Sales, Unmarried, White, Female,0,0,40,24761, <=50K
54, Private,231482, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,24762, <=50K
67, Private,335979, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,991,0,18,24763, <=50K
33, Private,279173, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,24764, <=50K
37, Private,89559, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,24765, <=50K
47, Private,161950, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,25,24766, <=50K
51, Private,131068, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40,24767, <=50K
45, Private,219632, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,24768, <=50K
19, Private,175507, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30,24769, <=50K
58, Self-emp-inc,182062, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24,24770, >50K
27, Private,287476, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,3325,0,40,24771, <=50K
36, Private,206253, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,1617,40,24772, <=50K
20, ?,189203, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,40,24773, <=50K
51, Private,21698, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,24774, <=50K
45, Self-emp-not-inc,328051, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60,24775, <=50K
32, Private,356689, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,3887,0,40,24776, <=50K
59, Private,121865, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,40,24777, <=50K
45, Self-emp-not-inc,420986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,24778, >50K
43, ?,218558, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40,24779, <=50K
54, Private,288992, 10th,6, Divorced, Prof-specialty, Unmarried, White, Male,14344,0,68,24780, >50K
20, ?,189740, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,32,24781, <=50K
29, Local-gov,188909, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,42,24782, <=50K
28, Private,213081, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40,24783, <=50K
18, Self-emp-not-inc,157131, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,40,24784, <=50K
49, Private,98010, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50,24785, <=50K
46, Private,207677, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30,24786, <=50K
58, ?,361870, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,30,24787, <=50K
56, Private,266091, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45,24788, <=50K
41, Private,106627, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50,24789, <=50K
50, Self-emp-inc,167793, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60,24790, >50K
74, Self-emp-not-inc,206682, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1648,35,24791, <=50K
30, Private,243165, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,24792, <=50K
62, Private,201928, HS-grad,9, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40,24793, <=50K
19, Private,128346, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40,24794, <=50K
29, Private,197288, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40,24795, <=50K
20, ?,169184, Some-college,10, Never-married, ?, Other-relative, Black, Female,0,0,40,24796, <=50K
36, Private,245521, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35,24797, <=50K
36, Private,129591, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40,24798, <=50K
51, Local-gov,47415, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1628,30,24799, <=50K
37, Self-emp-not-inc,188563, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50,24800, >50K
29, Self-emp-not-inc,184710, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24801, <=50K
17, Private,63734, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20,24802, <=50K
18, Private,111256, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20,24803, <=50K
40, Self-emp-inc,111483, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40,24804, <=50K
26, Self-emp-inc,266639, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,24805, <=50K
42, Self-emp-not-inc,93853, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,24806, <=50K
32, Private,184207, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40,24807, <=50K
33, Private,238002, 9th,5, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40,24808, <=50K
28, ?,30237, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40,24809, <=50K
43, Private,196545, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40,24810, >50K
47, Private,144844, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24811, <=50K
37, Private,280500, Some-college,10, Never-married, Tech-support, Own-child, Black, Female,0,0,40,24812, <=50K
73, ?,135601, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,10,24813, <=50K
37, Private,409189, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30,24814, <=50K
50, Private,23686, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35,24815, >50K
19, Private,229756, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,50,24816, <=50K
32, Local-gov,95530, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,24817, <=50K
44, Local-gov,73199, Assoc-voc,11, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40,24818, <=50K
20, Private,196745, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16,24819, <=50K
29, Private,79481, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40,24820, <=50K
21, ?,116934, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40,24821, <=50K
34, Private,100950, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40,24822, <=50K
44, Local-gov,56651, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52,24823, <=50K
18, Private,186954, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20,24824, <=50K
22, Private,264874, Some-college,10, Never-married, Tech-support, Other-relative, White, Female,0,0,40,24825, <=50K
39, State-gov,183092, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40,24826, >50K
26, Local-gov,273399, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40,24827, <=50K
29, ?,142443, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,25,24828, <=50K
21, Private,177526, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40,24829, <=50K
49, Local-gov,31267, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,24830, <=50K
24, Private,321666, Assoc-acdm,12, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20,24831, <=50K
26, Private,331861, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60,24832, <=50K
25, Private,283515, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60,24833, <=50K
30, Private,54608, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,24834, <=50K
52, Private,162238, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38,24835, >50K
30, Private,175931, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24836, <=50K
20, Private,236804, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40,24837, <=50K
31, Private,168782, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40,24838, <=50K
44, Private,227065, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,24839, >50K
46, Self-emp-inc,285335, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60,24840, >50K
31, Private,259705, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female,0,0,40,24841, <=50K
57, Private,24384, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,10,24842, <=50K
58, Private,322013, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24843, <=50K
41, Private,49797, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24844, <=50K
23, Private,52566, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,24845, <=50K
47, Private,266275, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40,24846, <=50K
72, Self-emp-not-inc,285408, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2246,28,24847, >50K
26, Self-emp-not-inc,177858, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1876,38,24848, <=50K
45, Federal-gov,183804, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,24849, <=50K
48, Private,107231, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50,24850, >50K
23, Private,173679, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40,24851, <=50K
20, Local-gov,163965, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40,24852, <=50K
18, Private,173585, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,15,24853, <=50K
27, Private,172009, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40,24854, <=50K
25, Private,44363, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35,24855, <=50K
45, Private,246392, HS-grad,9, Never-married, Priv-house-serv, Unmarried, Black, Female,0,0,30,24856, <=50K
53, Private,167033, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40,24857, <=50K
54, Private,143822, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,24858, >50K
41, Private,37869, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40,24859, >50K
23, Private,447488, 9th,5, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35,24860, <=50K
17, Private,239346, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,18,24861, <=50K
42, Private,245975, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,24862, <=50K
61, Private,34632, 12th,8, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40,24863, <=50K
57, Private,121362, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,2258,38,24864, >50K
21, State-gov,24008, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,35,24865, <=50K
44, Private,165492, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,24866, >50K
48, Private,326048, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Male,0,0,44,24867, <=50K
46, Private,250821, Prof-school,15, Divorced, Farming-fishing, Unmarried, White, Male,0,0,48,24868, <=50K
37, Self-emp-not-inc,154641, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,86,24869, <=50K
35, Private,198202, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54,24870, <=50K
27, Local-gov,170504, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40,24871, <=50K
